Gouvernorat,Délégation,Localité,Texte annonce,Prix,Date
Zaghouan,Bir Mcherga,Bir Mcherga,"Vente 12,5 hectares Terrain Agricole EL Mnegaa Excellente opportunité : a vendre terrain agricole nu de 12,5 hectares dont un hectare planté en oliviers (150 pieds - âge 5 ans). Autorisation de forage d'un sondage de 140 m. Convient pour une plantation amandier et/ou pistachier. Localisation à el Mnagaa à 33 km de Tunis . 30 000 DT/hectare Prix Total 360 000 DT Type de bien: Ferme",360000,04/03/2025
Bizerte,Utique,Utique,"1.5 hectares Utique A vendre 1.5 hectares sur la route pas loin de GP8, a 3 min de centre utique Zhena, 15min Géant, endroit très calme et sécurisé pour bâtir votre projet agricole (ferme, dépôt, villa), électricité, réseau sonede au proximité. Le terrain est titré. (Prix 1.5 hec) :225 md negotiable légèrement Plus info contacter le 28 369 890",225,04/03/2025
Sfax,Sfax Sud,Sfax Sud,Terrain intéressant terrain à vendre surface 2178 m2 situé entre route aéroport et route manzel chaker km 10 prix négociable Adresse: بين طريق المطار و Surface: 2 178 m²,100000,04/03/2025
Le Kef,Kalâat Khasba,Kalâat Khasba,"vente d'un terrain agricole 9 hectare A vendre un terrain agricole Henchir Ejjnoun, localité Sidi Ahmed Salah délégation Kalaa Khesba fertile- Terrain agricole plat, sol riche-Possibilité d'irrigation du fait de la présence de nappes phréatiques superficielles et profondes ( étude disponible)-routes goudronnées à proximitéde la propriété -Accés facile-Présence d'éléctricité-La valeur est d'environ 22 milles dinars par hectare",198000,04/03/2025
Bizerte,Mateur,Mateur,"Terrain agricole terrain agricole d'une superficie de 12 hectares et demi (12,5 ha) situé à 4 kms du centre ville de mateur. le terrain est en hauteur et légèrement incliné contient environ 3200 arbres productifs : 1700 oliviers et 1500 amandiers. très bon voisinage, bel emplacement et accès impeccable (un côté de 900 m donne sur une route principale de mateur). le terrain contient aussi une grande jabia et une installation d’irrigation goutte à goutte. installation életrique. disponibilité de l'eau potable. les papiers sont en règles (titre bleu individuel). prix : 100.000 dt / hectare. google maps: 37.022342, 9.610119 Surface: 125 000 m²",1250000,04/03/2025
Tunis,Sidi Hassine,Sidi Hassine,"Terrain pour promoteur a vendre 50000m² ( 5 hectares) terrain agricole projetée habitation situé proche de cité omar mokhtar à sidi hassine , proche de route x et mc39 . tel : +216 26986201",100,04/03/2025
Nabeul,Menzel Bouzelfa,Menzel Bouzelfa,"Ferme à menzel bouzelfa ferme de 6 hectares plantée agrumes plusieurs variétés, maison bien entretenue ,bassin de collecte écurie local technique et financière stockage, sur le goudronné, titre foncier individuel.tred bon rendement annuel. Adresse: 21184448 Surface: 60 000 m²",1300000,04/03/2025
Manouba,Tébourba,Tébourba,"Agreable terrain agricole à vendre à tebourba un terrain agricole irrigué clôturé dans un emplacement idéal près de toutes commodités : électricité , eau potable (soned). de surface 1 hectare. prix 125000dt . pour plus d'informations ou pour organiser une visite n’hésiter pas de nous contacter. tel: 29356376 /29296077 Adresse: tebourba Surface: 10 000 m²",125000,04/03/2025
Ben arous,Sidi Messaoud,Sidi Messaoud,"Terrain agricole à Morneg 22Estates vous propose la vente un magnifique terrain de 1.6 hectares avec accès direct sur la route. Une maison et un étable à disportion.Pour toutes autres informations, merci de contacter le 27320200. Référence du bien: Ref336a Type de bien: Terrain Type de terrain: Lots de villa Constructibilité: Plain pied Caractéristiques: 16000 m²",370000,04/03/2025
Nabeul,Korba,Korba,8 hectares avec piscine et une villa 👉#ferme #vente #terrain #agricole 📍 #korba #tunis ✅#référence vtn080 ✅#superficie 8 #hectareas 🟡 #villa 🏘 s+3 #chambre 🔴#piscine 🏊‍♂️🏊 ( 10.5 *7.5 ) 🟡 #garage 🚘🚜🚜🚜 ✅1000 #olivier 🫒🫒🫒🫒 450 #amandier 🌰 #porier🍐 #citronier 🍋 #figuedebarbarie 2 #puits Surface: 81 000 m²,1250000,04/03/2025
Ben arous,Mornag,Mornag,Terrain agricole de 600 h 144000 zitoun a mornag L agence immobilière hssen zarzouna met en vente un terrain agricole de 600 hectares dont 144000 pieds d oliviers et des figuiers des agrumes etc.... 4 sondages titré prix... 80 000 000d mornage..... Plus d info ou visite contacter 53055163 whatsapp 28772272.BN visite payante 80d Superficie: 6000000 m² Adresse: Mornage,80000,04/03/2025
Sfax,Sfax Sud,Sfax Sud,"Terrain à la vente à El Hajeb. Superficie 70000 m² Nombreuses possibilités pour ce terrain à la vente. Prix 1 750 000 TND. Superficie de 70000 m². Venez découvrir ce terrain en vente à El Hajeb, Sfax Sud. Situé entre route de l'aéroport et route de gabes km 10. Idéal pour projets agricole ou projet de lotissement. Composé de 2000 olivier koroneiki Et 75 chemlali Type de bien: Terrain Type de terrain: Industriel, Lots de villa, Groupement d'habitation, Commercial Livraison: Titré Caractéristiques: 70000 m²",1750000,04/03/2025
Nabeul,Kélibia,Kélibia,1030 mètre carré a coté de kelibia des terrains avec vue imprenable sur la mer. superficie à partir de 1030 m² à kelibia dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif prix :2575 md contact direct avec le propriétaire 27307890 Surface: 1 030 m²,2575000,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Offre de 1415 mètre carré a hammam jebli un merveilleux terrain titre foncier collectif agricole avec façade sur mer de hammam el ghezaz. superficie 1415 m² pour accueillir votre futur projet touristique . prix :1839.5 md contact direct avec le propriétaire 27307890 Surface: 1 415 m²,1839500,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,5000 mètre carré au bord de la mer tamazrat des terrains avec vue imprenable sur la mer. superficie à partir de 5000 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif prix :2500 md contact direct avec le propriétaire 27307890 Surface: 5 000 m²,2500000,04/03/2025
Bizerte,Utique,Utique,"3 hectares Agricole, Utique, Bizerte Terrain Agricole de 30,000 m² Emplacement stratégique : bord de l'autoroute et à proximité de la zone industrielle. Prix : 140 MD par hectare. *Pour plus d'informations merci de visiter notre agence Bureau N58 Centre de Bizerte . Type de bien: Terrain Type de terrain: Commercial, Industriel Caractéristiques: 30000 m²",420000,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Un terrain agricole a hammam el ghezaz des terrains avec vue imprenable sur la mer. superficie à partir de 745 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif prix :1266.5 md contact direct avec le propriétaire 27307890 Surface: 745 m²,1266500,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Pour les investisseurs terrain de 890 mètre carré profitez de l’opportunité unique d’acquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra superficie : 890 m² prix :1470 md pour plus d’information contacter nous à 27 307 890 Surface: 890 m²,1470000,04/03/2025
Nabeul,Al Haouaria,Al Haouaria,Terrain de 2020 mètre carré a el haouaria a vendre un terrain de 2020 m² titre foncier collectif avec vue sur mer a hammam el ghezaz. profitez de cette opportunité exceptionnelle pour investir dans un emplacement privilégié prix :2020 md . contactez-nous pour plus d’informations 27307890 Surface: 2 020 m²,2020000,04/03/2025
Nabeul,Kélibia,Kélibia,Terrain de 990 mètre carré a dar allouche a vendre un terrain de 990 m² titre foncier collectif avec vue sur mer a hammam el ghezaz. profitez de cette opportunité exceptionnelle pour investir dans un emplacement privilégié prix :792 md . contactez-nous pour plus d’informations 27307890 Surface: 990 m²,792000,04/03/2025
Nabeul,Kélibia,Kélibia,3300 mètre carré au cap bon a kerkouane profitez de l’opportunité unique d’acquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : kerkouane superficie : 3300 m² prix :1980 md pour plus d’information contacter nous à 27 307 890 Surface: 3 300 m²,1980000,04/03/2025
Nabeul,Kélibia,Kélibia,Terrain de 945 mètre carré a kelibia profitez de l’opportunité unique d’acquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : kelibia. superficie : 945 m² prix :2362.5 md pour plus d’information contacter nous à 27 307 890 Surface: 945 m²,2362500,04/03/2025
Nabeul,Kélibia,Kélibia,Offre de 945 mètre carré a kelibia des terrains avec vue imprenable sur la mer. superficie à partir de 945 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif prix :2362.5 md contact direct avec le propriétaire 27307890 Surface: 945 m²,2362500,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"560 mètre carré avec façade sur mer on propose un terrain de 560 m² de titre foncier collectif de vocation agricole avec vue imprenable sur la mer situés a ezzahra. prix : 840 md. pour plus d’informations, veuillez nous contacter au 27 307 890 Surface: 560 m²",840000,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,3500 mètre carré a tamazrat pour investir un merveilleux terrain titre foncier collectif agricole avec façade sur mer de hammam el ghezaz. superficie 3500 m² pour accueillir votre futur projet touristique . prix :1750 md contact direct avec le propriétaire 27307890 Surface: 3 500 m²,1750000,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Terrain de 880 mètre carré au cap bon on propose un terrain de 880 m² de titre foncier collectif de vocation agricole avec vue imprenable sur la mer situés entre hammam jebli et ezzahra kelibia , une destination côtière prisée. prix : 1144 md. pour plus d’informations, veuillez nous contacter au 27 307 890 Surface: 880 m²",1144000,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Un terrain de 560 mètre carré a partager un terrain de 560 m² titre foncier collectif avec accès directe a la plage de hammam el ghezaz a kelibia prix :840 md pour plus d’info 27307890 Surface: 560 m²,840000,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Un terrain de 1015 mètre carré a hammam el ghezaz a vendre un terrain de 1015 m² titre foncier collectif avec accès directe a la plage de hammam el ghezaz . prix: 1725.5 md pour plus d’info 27307890 Surface: 1 015 m²,1725500,04/03/2025
Nabeul,Kélibia,Kélibia,"Terrain de 2100 mètre carré a kerkouane on propose un terrain de 2100 m² de titre foncier collectif de vocation agricole avec vue imprenable sur la mer situés a kerkouane. prix : 1260 md. pour plus d’informations, veuillez nous contacter au 27 307 890 Surface: 2 100 m²",1260000,04/03/2025
Nabeul,Kélibia,Kélibia,"Terrain de 694 mètre carré a kelibia on propose un terrain de 5000 m² de titre foncier collectif de vocation agricole avec vue imprenable sur la mer situés entre hammam jebli et ezzahra kelibia , une destination côtière prisée. prix : 1735 md. pour plus d’informations, veuillez nous contacter au 27 307 890 Surface: 694 m²",1735000,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Terrain de 3000 mètre carré a tamazrat on propose un terrain de 3000 m² de titre foncier collectif de vocation agricole avec vue imprenable sur la mer situés a tamazrat. prix : 1500 md. pour plus d’informations, veuillez nous contacter au 27 307 890 Surface: 3 000 m²",1500000,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,"Un meilleur investissement a hammem jebli on propose un terrain de 907 m² de titre foncier collectif de vocation agricole avec vue imprenable sur la mer situés entre hammam jebli et ezzahra kelibia , une destination côtière prisée. prix : 1179.1 md. pour plus d’informations, veuillez nous contacter au 27 307 890 Surface: 907 m²",1179100,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Occasion de 645 mètre carré au cap bon un merveilleux terrain titre foncier collectif agricole avec façade sur mer de hammam el ghezaz ezzahra. superficie 645 m² pour accueillir votre futur projet touristique . prix :967.5 md contact direct avec le propriétaire 27307890 Surface: 645 m²,967500,04/03/2025
Nabeul,Hammam El Ghezaz,Hammam El Ghezaz,Terrain de 600 mètre carré pour investir profitez de l’opportunité unique d’acquérir un terrain de titre foncier collectif privilégie en front de mer avec accès direct a une plage magnifique. emplacement : hammam el ghezaz ezzahra superficie : 600 m² prix :1020 md pour plus d’information contacter nous à 27 307 890 Surface: 600 m²,1020000,04/03/2025
Nabeul,Al Haouaria,Al Haouaria,Un terrain de 1073 mètre carré des terrains avec vue imprenable sur la mer. superficie à partir de 1073 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif prix :1073 md contact direct avec le propriétaire 27307890 Surface: 1 073 m²,1073000,04/03/2025
Nabeul,Kélibia,Kélibia,Terrain de 1150 mètre carré a dar allouche des terrains avec vue imprenable sur la mer. superficie à partir de 1150 m² à hammam el ghezaz dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif prix :920 md contact direct avec le propriétaire 27307890 Surface: 1 150 m²,920000,04/03/2025
Nabeul,Kélibia,Kélibia,Terrain de 1600 mètre carré a kerkouane des terrains avec vue imprenable sur la mer. superficie à partir de 1600 m² à kerkouane dans une zone en pleine expansion. accès direct à la plage. titre foncier collectif prix :960 md contact direct avec le propriétaire 27307890 Surface: 1 600 m²,960000,04/03/2025
